"model","elpd_loo","se_elpd_loo","p_loo","looic","pareto_k_le_0p5","pareto_k_0p5_0p7","pareto_k_0p7_1","pareto_k_gt_1"
"sensitivity_gp_wide_prior",-428.522283120064,11.9011835413391,24.5297494680602,857.044566240127,352,0,0,0
