"model","max_rhat","min_bulk_proxy_neff","divergences","max_treedepth_hits","min_ebfmi","chains","iterations","warmup"
"sensitivity_gp_wide_prior",1.00511109213996,371.205645761495,0,0,0.7176568981482,4,2000,1000
