"coordinate","prep_carbon_vs_prep_noncarbon","competition_carbon_vs_prep_noncarbon","competition_noncarbon_vs_prep_noncarbon"
"prep_carbon_vs_prep_noncarbon",2.37606859029037,1.89652946926215,0.0483288506731282
"competition_carbon_vs_prep_noncarbon",1.89652946926215,1.93798491402504,0.00232389434159982
"competition_noncarbon_vs_prep_noncarbon",0.0483288506731282,0.00232389434159982,0.702710819300986
