"model","elpd_loo","se_elpd_loo","p_loo","looic","pareto_k_le_0p5","pareto_k_0p5_0p7","pareto_k_0p7_1","pareto_k_gt_1"
"primary_gp_association",-429.004354199553,11.1351035066995,22.8558443974092,858.008708399107,352,0,0,0
