"model","max_rhat","min_bulk_proxy_neff","divergences","max_treedepth_hits","min_ebfmi","chains","iterations","warmup"
"primary_gp_association",1.00501454905734,563.754100745281,0,0,0.707276075497257,4,2000,1000
