"model","max_rhat","min_bulk_proxy_neff","divergences","max_treedepth_hits","min_ebfmi","chains","iterations","warmup"
"sensitivity_linear_share",1.00143192742391,479.747431860657,0,0,0.643611494416844,4,2000,1000
