"group","group_type","period","estimand","measure","share_from","share_to","mean","median","sd","lower_95","upper_95","probability_above_null","probability_above_threshold","probability_in_rope"
"Men","sex","preparation","prevalence_nonuser","prevalence",NA,0,0.319514041354242,0.317991238850903,0.0538035307787542,0.218327937077558,0.429824990576181,NA,NA,NA
"Men","sex","preparation","prevalence_median_user","prevalence",NA,0.428571428571429,0.369765991035689,0.367489010670111,0.0411499690746157,0.29824674482113,0.45956079126467,NA,NA,NA
"Men","sex","preparation","prevalence_low_user","prevalence",NA,0.285714285714286,0.357458403643177,0.355490289595444,0.0409123384869679,0.280938414899712,0.443039548829367,NA,NA,NA
"Men","sex","preparation","prevalence_high_user","prevalence",NA,0.571428571428571,0.360880324415258,0.358868840817353,0.0418156834192742,0.282822418913275,0.448896108017053,NA,NA,NA
"Men","sex","preparation","adoption_difference","prevalence_difference",0,0.428571428571429,0.0502519496814469,0.0506282227851508,0.0654379577081443,-0.0804181894156152,0.176798073044742,0.776,0.5045,0.1795
"Men","sex","preparation","adoption_ratio","prevalence_ratio",0,0.428571428571429,1.19013988953331,1.15949008755623,0.24141165867825,0.804032455806063,1.74121211930301,0.776,0.607,0.15775
"Men","sex","preparation","dose_difference","prevalence_difference",0.285714285714286,0.571428571428571,0.00342192077208148,0.00192916173920243,0.0491593506587832,-0.108270261168873,0.108737676139098,0.54525,0.1395,0.45475
"Men","sex","preparation","dose_ratio","prevalence_ratio",0.285714285714286,0.571428571428571,1.01882559611145,1.00535971797488,0.139545855455616,0.740644346416772,1.35453629623377,0.54525,0.208,0.42625
"Women","sex","preparation","prevalence_nonuser","prevalence",NA,0,0.259157173961013,0.256727895443312,0.0480192740494568,0.17335109571692,0.359532666053934,NA,NA,NA
"Women","sex","preparation","prevalence_median_user","prevalence",NA,0.428571428571429,0.303241405156374,0.3017853695329,0.0375088277898262,0.235007698561257,0.382847226139433,NA,NA,NA
"Women","sex","preparation","prevalence_low_user","prevalence",NA,0.285714285714286,0.292294735458156,0.290909730206927,0.0379183897071915,0.221782257666913,0.372813758431137,NA,NA,NA
"Women","sex","preparation","prevalence_high_user","prevalence",NA,0.571428571428571,0.295412966085529,0.293649954689826,0.0389705360094493,0.222296511736264,0.375702063521027,NA,NA,NA
"Women","sex","preparation","adoption_difference","prevalence_difference",0,0.428571428571429,0.0440842311953605,0.0451446325872593,0.0577497815884401,-0.0704401145413027,0.155746770615139,0.776,0.4625,0.20025
"Women","sex","preparation","adoption_ratio","prevalence_ratio",0,0.428571428571429,1.20908143908907,1.1743713066119,0.265471145309293,0.788514789551438,1.82857009209365,0.776,0.62325,0.14125
"Women","sex","preparation","dose_difference","prevalence_difference",0.285714285714286,0.571428571428571,0.00311823062737316,0.00170115289986017,0.0438327104933462,-0.0983677136038696,0.0969377509579442,0.54525,0.11775,0.49
"Women","sex","preparation","dose_ratio","prevalence_ratio",0.285714285714286,0.571428571428571,1.02153059602116,1.00593144985667,0.152757461280077,0.726316935155376,1.38343140949966,0.54525,0.22275,0.405
"Men","sex","competition","prevalence_nonuser","prevalence",NA,0,0.38016704555133,0.37856835713703,0.0656569115436207,0.257358504704538,0.511214675632884,NA,NA,NA
"Men","sex","competition","prevalence_median_user","prevalence",NA,0.5,0.454170271713382,0.45461805155583,0.0422104829110195,0.36785252001226,0.536213658936754,NA,NA,NA
"Men","sex","competition","prevalence_low_user","prevalence",NA,0.363636363636364,0.40204703381449,0.403594071856018,0.0489513783078911,0.303157426622196,0.492220966020775,NA,NA,NA
"Men","sex","competition","prevalence_high_user","prevalence",NA,0.714285714285714,0.542544199355443,0.542228540558654,0.0580040570326747,0.434691244778759,0.654945260384693,NA,NA,NA
"Men","sex","competition","adoption_difference","prevalence_difference",0,0.5,0.0740032261620519,0.0740810527396157,0.0750910479814954,-0.0764907056440059,0.216687351162773,0.8395,0.6275,0.12375
"Men","sex","competition","adoption_ratio","prevalence_ratio",0,0.5,1.23104400511067,1.19633562537015,0.246499656113716,0.842457909475419,1.79810950499412,0.8395,0.6745,0.1375
"Men","sex","competition","dose_difference","prevalence_difference",0.363636363636364,0.714285714285714,0.140497165540953,0.139008268203632,0.0821921771903315,-0.0015668495280558,0.305678936139495,0.9675,0.84725,0.0745
"Men","sex","competition","dose_ratio","prevalence_ratio",0.363636363636364,0.714285714285714,1.37451607411409,1.3432416596114,0.256613114099571,0.996537325634181,1.96991615647728,0.9675,0.86575,0.08025
"Women","sex","competition","prevalence_nonuser","prevalence",NA,0,0.308552819253433,0.307053657379772,0.0588570622177054,0.199184226255972,0.429719494447487,NA,NA,NA
"Women","sex","competition","prevalence_median_user","prevalence",NA,0.5,0.37556826087911,0.375417425089917,0.0424473578256228,0.292324742511853,0.459166976894455,NA,NA,NA
"Women","sex","competition","prevalence_low_user","prevalence",NA,0.363636363636364,0.328001606694914,0.328828469115972,0.0479547726355384,0.233385519019496,0.419448337014942,NA,NA,NA
"Women","sex","competition","prevalence_high_user","prevalence",NA,0.714285714285714,0.460401920043238,0.458769752319363,0.056824313269272,0.35595729309478,0.576892410001487,NA,NA,NA
"Women","sex","competition","adoption_difference","prevalence_difference",0,0.5,0.0670154416256771,0.0671856815758863,0.0680987008801693,-0.0712894916856475,0.195656279560461,0.8395,0.599,0.138
"Women","sex","competition","adoption_ratio","prevalence_ratio",0,0.5,1.26109649754845,1.22073784297631,0.278925161379038,0.823221035969302,1.91060921940498,0.8395,0.696,0.12075
"Women","sex","competition","dose_difference","prevalence_difference",0.363636363636364,0.714285714285714,0.132400313348324,0.131081160767813,0.0776861446984337,-0.00148249439542189,0.29132927699093,0.9675,0.8395,0.077
"Women","sex","competition","dose_ratio","prevalence_ratio",0.363636363636364,0.714285714285714,1.4389869079071,1.39792429541483,0.308033453298254,0.995939279561483,2.14906146157536,0.9675,0.88125,0.07375
