"model","elpd_loo","se_elpd_loo","p_loo","looic","pareto_k_le_0p5","pareto_k_0p5_0p7","pareto_k_0p7_1","pareto_k_gt_1"
"sensitivity_linear",-429.896040847162,11.1069154104532,19.4220082766669,859.792081694325,352,0,0,0
