"exposure","period","estimand","median","lower_95","upper_95","probability_positive","odds_ratio_median","odds_ratio_lower_95","odds_ratio_upper_95"
"share","preparation","log_odds_per_1_user_SD",0.146862164158892,-0.162331872389089,0.461145427014357,0.828,1.15819431175161,0.850159017834729,1.58588947444366
"share","competition","log_odds_per_1_user_SD",0.322096988343171,0.0575371476101009,0.588607222845768,0.99025,1.38001861522363,1.0592246178422,1.80147761604486
