"model","max_rhat","min_bulk_proxy_neff","divergences","max_treedepth_hits","min_ebfmi","chains","iterations","warmup"
"age_sex_poststratified_hsgp",1.00771519643238,394.810634635213,0,0,0.652281131754573,4,2000,1000
