"period","estimand","mean_unweighted","lower_95_unweighted","upper_95_unweighted","mean_weighted","lower_95_weighted","upper_95_weighted"
"competition","adoption_difference",0.047430392830541,-0.0963885398517464,0.185955520165329,0.0709250228836037,-0.0744572447578315,0.206385161758296
"competition","adoption_ratio",1.15860914594162,0.795318328139047,1.70498384227457,1.24223608980822,0.832896081931246,1.83702506996219
"competition","dose_difference",0.131691205709847,-0.00173498119909796,0.290809753177135,0.136930404597664,-0.00153191218786124,0.299998312855875
"competition","dose_ratio",1.37652077122328,0.996219560178384,1.99264211147441,1.39875353081188,0.996285871357438,2.03616835261472
"preparation","adoption_difference",0.0653323009636772,-0.0555500067192361,0.191557396461797,0.0475349953784645,-0.076555578173126,0.167802934678426
"preparation","adoption_ratio",1.25571455906246,0.850554819893056,1.85183914479192,1.19711992716362,0.797694423029793,1.7707482044105
"preparation","dose_difference",-0.00150086509729885,-0.119458796149576,0.102248871347049,0.00328814160442006,-0.104106611070257,0.104175895830161
"preparation","dose_ratio",1.0072192722058,0.704161236580144,1.34613813277894,1.01982218090394,0.737555092142692,1.36830711374141
