"source_rows","eligible_rows","complete_rows","primary_all_positive_rows","excluded_from_primary_for_zero","source_file"
337,337,337,240,97,"data/raw/recall/DSCBATLETAIT-CompleteCase_DATA_2026-07-17_1419.csv"
