"model","elpd_loo","se_elpd_loo","p_loo","looic","pareto_k_le_0p5","pareto_k_0p5_0p7","pareto_k_0p7_1","pareto_k_gt_1"
"sensitivity_wide_prior",-427.7031903157,11.9593244853894,23.4264883017384,855.406380631401,352,0,0,0
