"period","estimand","mean_unweighted","lower_95_unweighted","upper_95_unweighted","mean_weighted","lower_95_weighted","upper_95_weighted"
"competition","adoption_difference",0.0481326464096013,-0.0870570225392924,0.177402511213132,0.0728153769310062,-0.056030386312186,0.198094133121225
"competition","adoption_ratio",1.15522036701535,0.820454165693221,1.65415620623318,1.24006947754997,0.875799752758471,1.80373002157159
"competition","dose_difference",0.143015716918787,0.026596498308043,0.25803507125313,0.149483530101837,0.0328150794902877,0.263605198459857
"competition","dose_ratio",1.41449367659338,1.06146118021285,1.85886094895857,1.43918898769022,1.07877577409599,1.88074376673173
"preparation","adoption_difference",0.0535864680772842,-0.0629519423273722,0.161952953534161,0.0432233269176184,-0.0654830426389535,0.146830823363728
"preparation","adoption_ratio",1.2101439557649,0.837886678546513,1.74111858381401,1.17539937234076,0.822688776041681,1.65767475080603
"preparation","dose_difference",-0.00792245859164473,-0.106310784286658,0.0913850250241278,-0.0031311234855058,-0.105182052609904,0.0964904309887896
"preparation","dose_ratio",0.987262519526887,0.728506274011979,1.30341948866726,1.00220660154252,0.724428577606471,1.34446826314438
