"model","max_rhat","min_bulk_proxy_neff","divergences","max_treedepth_hits","min_ebfmi","chains","iterations","warmup"
"age_sex_poststratified",1.00198903387958,569.87891711199,0,0,0.599353753415129,4,2000,1000
