"model","elpd_loo","se_elpd_loo","p_loo","looic","pareto_k_le_0p5","pareto_k_0p5_0p7","pareto_k_0p7_1","pareto_k_gt_1"
"primary_baseline",-430.69966515661,10.9756269386176,17.0114375191001,861.399330313221,352,0,0,0
