"model","elpd_loo","se_elpd_loo","p_loo","looic","pareto_k_le_0p5","pareto_k_0p5_0p7","pareto_k_0p7_1","pareto_k_gt_1"
"primary_gp_baseline",-430.92316459919,11.03410187858,17.4537124570857,861.84632919838,352,0,0,0
