"model","max_rhat","min_bulk_proxy_neff","divergences","max_treedepth_hits","min_ebfmi","chains","iterations","warmup"
"primary_gp_baseline",1.00709544394139,491.756242734876,0,0,0.603560830253352,4,2000,1000
