"coordinate","prep_carbon_vs_prep_noncarbon","competition_carbon_vs_prep_noncarbon","competition_noncarbon_vs_prep_noncarbon"
"prep_carbon_vs_prep_noncarbon",1.21551669354182,1.00323252501717,0.069010280485426
"competition_carbon_vs_prep_noncarbon",1.00323252501717,1.03502465836803,0.0272278902858065
"competition_noncarbon_vs_prep_noncarbon",0.069010280485426,0.0272278902858065,0.332310787139243
