"model","elpd_loo","se_elpd_loo","p_loo","looic","pareto_k_le_0p5","pareto_k_0p5_0p7","pareto_k_0p7_1","pareto_k_gt_1"
"primary_association",-428.476279786669,11.1305561180622,21.0123217559599,856.952559573338,352,0,0,0
