"coordinate","prep_carbon_vs_prep_noncarbon","competition_carbon_vs_prep_noncarbon","competition_noncarbon_vs_prep_noncarbon"
"prep_carbon_vs_prep_noncarbon",1.70905267117891,1.38946683445018,0.0563897384690552
"competition_carbon_vs_prep_noncarbon",1.38946683445018,1.41980002013073,0.0101719191478284
"competition_noncarbon_vs_prep_noncarbon",0.0563897384690552,0.0101719191478284,0.477079645407507
