"term","coordinate","posterior_mean","posterior_sd","lower_95","upper_95","probability_positive"
"intercept","prep_carbon_vs_prep_noncarbon",-0.603541677548307,0.179874602213468,-0.944185641339157,-0.265544794348062,0.001
"intercept","competition_carbon_vs_prep_noncarbon",-0.418176873241965,0.164470526301231,-0.738735041115455,-0.0912392380708258,0.008
"intercept","competition_noncarbon_vs_prep_noncarbon",-0.569615855649156,0.0936062354069628,-0.757142803149877,-0.379732679347662,0
"discipline_1","prep_carbon_vs_prep_noncarbon",0.21036208350591,0.185477526699468,-0.161381994484264,0.553800326224553,0.878
"discipline_1","competition_carbon_vs_prep_noncarbon",0.238065830243181,0.170097767588696,-0.101377110851544,0.57495911170057,0.92
"discipline_1","competition_noncarbon_vs_prep_noncarbon",-0.0855854948866905,0.0952829942173794,-0.270348050530804,0.0995400039765354,0.198
"discipline_2","prep_carbon_vs_prep_noncarbon",-0.142713790681523,0.204193880856355,-0.541247350416944,0.279446655540778,0.239
"discipline_2","competition_carbon_vs_prep_noncarbon",-0.319600614590262,0.186108175559423,-0.683548005806696,0.0672656458933632,0.05
"discipline_2","competition_noncarbon_vs_prep_noncarbon",0.420883672596028,0.106949909680476,0.216476320468966,0.627966770196862,1
"discipline_3","prep_carbon_vs_prep_noncarbon",-0.471952708136864,0.239331870256391,-0.943030990840686,0.00312126415264633,0.026
"discipline_3","competition_carbon_vs_prep_noncarbon",-0.6247654585516,0.213029507225578,-1.04719227734344,-0.212848044957614,0
"discipline_3","competition_noncarbon_vs_prep_noncarbon",0.31790911950027,0.118971478321621,0.0814154906825202,0.541441936331128,0.995
"discipline_4","prep_carbon_vs_prep_noncarbon",-0.0898318376337514,0.192693831772263,-0.47176406073835,0.283539028617922,0.318
"discipline_4","competition_carbon_vs_prep_noncarbon",0.0529330759663505,0.16991981781979,-0.299270243157602,0.373704539264671,0.638
"discipline_4","competition_noncarbon_vs_prep_noncarbon",0.163204806166764,0.0964124978064006,-0.0295530110884845,0.353725351017708,0.95
"discipline_5","prep_carbon_vs_prep_noncarbon",-0.121026739664636,0.242390474827704,-0.572550555192219,0.368762140602898,0.311
"discipline_5","competition_carbon_vs_prep_noncarbon",-0.174999387979821,0.221949134248548,-0.601321183233869,0.284237127643042,0.215
"discipline_5","competition_noncarbon_vs_prep_noncarbon",-0.0569948589900315,0.12939058971499,-0.318565255212061,0.189892153366782,0.327
"discipline_6","prep_carbon_vs_prep_noncarbon",-0.306443289482172,0.348429856962489,-0.994300728521254,0.348028586982469,0.193
"discipline_6","competition_carbon_vs_prep_noncarbon",-0.35418513387146,0.308162857376922,-0.946093064283205,0.239747873870032,0.123
"discipline_6","competition_noncarbon_vs_prep_noncarbon",-0.000181125633615581,0.185401048724024,-0.366739498626821,0.378140601660969,0.492
"discipline_7","prep_carbon_vs_prep_noncarbon",0.155835110786137,0.237506610664041,-0.320685945949891,0.623749714590802,0.745
"discipline_7","competition_carbon_vs_prep_noncarbon",0.205625285305178,0.220697298119373,-0.214839908339391,0.622153807875838,0.837
"discipline_7","competition_noncarbon_vs_prep_noncarbon",0.256299396718719,0.124578279064284,0.0096656682835822,0.498729422558568,0.977
"discipline_8","prep_carbon_vs_prep_noncarbon",0.0626483343758561,2.64272987923197,-5.2158413789984,5.09467733815615,0.51
"discipline_8","competition_carbon_vs_prep_noncarbon",0.0248551869429175,2.36629550651882,-4.47862477552866,4.77036157636268,0.509
"discipline_8","competition_noncarbon_vs_prep_noncarbon",-0.0429408823079097,1.42530724280321,-2.87339791165667,2.75506647246726,0.471
"discipline_9","prep_carbon_vs_prep_noncarbon",-0.051568976559525,2.63444678799787,-5.43867183234546,4.73972484279101,0.511
"discipline_9","competition_carbon_vs_prep_noncarbon",-0.0481256217635663,2.38573036892955,-5.11985852541228,4.23802067011074,0.504
"discipline_9","competition_noncarbon_vs_prep_noncarbon",-0.0461970475005404,1.36537158851677,-2.91563115730695,2.3937312511284,0.5
"discipline_10","prep_carbon_vs_prep_noncarbon",0.131154415232025,2.65869052812311,-4.88635269009746,5.31469684762476,0.521
"discipline_10","competition_carbon_vs_prep_noncarbon",0.100254514353008,2.43482656380846,-4.73440038059951,4.56445189592406,0.517
"discipline_10","competition_noncarbon_vs_prep_noncarbon",-0.0180532998393391,1.35925735065875,-2.69974290986891,2.55650905884609,0.499
"discipline_11","prep_carbon_vs_prep_noncarbon",-0.0251323216896242,2.56273133501586,-5.32751604993882,4.89236379904882,0.507
"discipline_11","competition_carbon_vs_prep_noncarbon",-0.00854112734698129,2.31377643984646,-4.47082247365611,4.30190621415672,0.497
"discipline_11","competition_noncarbon_vs_prep_noncarbon",0.0449830623638525,1.38449785922797,-2.65501798917135,2.72887828726168,0.54
