"exposure","period","estimand","median","lower_95","upper_95","probability_positive","odds_ratio_median","odds_ratio_lower_95","odds_ratio_upper_95"
"share","preparation","log_odds_per_1_user_SD",0.143534690110887,-0.170858477819503,0.458038617665897,0.843333333333333,1.15434693970284,0.842940960982495,1.58097026733929
"share","competition","log_odds_per_1_user_SD",0.318881745520632,0.0779909450564146,0.548785375892106,0.991666666666667,1.37558866150744,1.08111288066751,1.73114932286672
